orbital_period,transit_duration,transit_depth,planet_radius,snr,semi_major_axis,stellar_density,equilibrium_temp,inclination,stellar_radius,stellar_mass,impact_parameter,koi_disposition
39.399926,5.729,341.4,1.52,9.4,0.2172,1.12478,499.0,89.31,0.795,0.898,0.544,CANDIDATE
0.812592362,1.5646,6945.8,25.84,226.6,0.0191,0.39595,2912.0,65.19,1.64,1.398,1.007,FALSE POSITIVE
81.871309,1.606,98.2,1.12,5.4,0.3783,161.31816,480.0,89.95,1.115,1.069,0.1996,FALSE POSITIVE
0.566805859,3.835,61.1,1.25,21.5,0.0146,0.09168,2858.0,51.32,1.494,1.299,0.724,FALSE POSITIVE
520.58269,2.264,348.0,1.94,6.0,1.3069,396.80588,244.0,89.95,1.033,1.093,0.045,FALSE POSITIVE
126.586058,5.41,124.9,1.54,10.5,0.5029,1.60606,460.0,89.38,1.249,1.057,0.799,CANDIDATE
2.7200197,1.874,869.0,1.53,8.5,0.0313,3.7863,713.0,89.95,0.527,0.55,0.0078,CANDIDATE
18.347081,2.825,1126.6,5.65,11.6,0.1354,7.0923,855.0,89.95,1.702,0.983,0.1988,CANDIDATE
57.140035,5.684,1567.0,5.78,7.2,0.2891,2.89483,588.0,89.95,1.46,0.986,0.0783,CANDIDATE
0.718643659,2.51246,124930.0,50.85,575.0,0.0155,0.82826,2002.0,70.96,0.934,0.967,0.922,FALSE POSITIVE
31.707574649,7.6771,787.3,2.96,5.5,0.1935,0.05786,547.0,86.36,0.865,0.957,0.923,CANDIDATE
17.946328114,8.15905,102990.0,66.65,3497.6,0.1282,0.38432,845.0,87.63,1.722,0.872,0.774,FALSE POSITIVE
204.818268,1.93,303.6,5.18,5.4,0.7609,209.68217,525.0,89.95,2.93,1.401,0.346,FALSE POSITIVE
9.3589254,3.169,1527.0,17.37,8.9,0.1014,2.62418,1528.0,89.54,4.521,1.583,0.184,CANDIDATE
4.15472242,1.791,2243.0,23.47,19.7,0.0609,0.51258,2292.0,82.81,3.359,1.742,0.971,CANDIDATE
23.81490574,1.9948,79201.0,63.1,444.4,0.1507,29.52838,847.0,89.54,1.89,0.803,0.772,FALSE POSITIVE
1.3274511,3.465,123.6,0.66,16.6,0.02,0.27112,1009.0,85.21,0.61,0.601,0.245,FALSE POSITIVE
87.565484,2.527,396.0,2.12,6.7,0.4009,48.06029,437.0,89.95,1.069,1.121,0.0563,CANDIDATE
535.1515,2.826,362.3,2.7,8.6,1.2454,180.79146,258.0,89.95,1.423,0.898,0.3162,CANDIDATE
495.40462,0.63,904.0,152.21,5.5,1.2628,807.27222,248.0,89.95,1.031,1.091,2.3238,CANDIDATE
209.238576,2.245,154.7,1.43,5.4,0.6992,144.73935,354.0,89.95,1.135,1.034,0.2683,FALSE POSITIVE
353.65927,4.543,1018.0,2.58,7.5,0.9524,31.69194,223.0,89.95,0.82,0.92,0.247,CANDIDATE
346.4174,9.23,662.0,2.41,7.9,0.9687,3.84689,251.0,89.95,0.946,1.008,0.1572,CANDIDATE
1.166835206,2.17596,15527.0,96.28,388.6,0.0279,0.36354,3457.0,64.95,2.123,2.122,1.257,FALSE POSITIVE
4.99471597,3.44,53.0,2.2,14.1,0.0653,0.4019,1861.0,85.05,2.83,1.485,0.698,FALSE POSITIVE
161.651504,2.509,253.6,2.22,8.4,0.5787,29.58059,377.0,89.88,1.289,0.988,0.736,CANDIDATE
376.24253,4.064,185.7,1.32,6.3,1.0124,41.54836,254.0,89.95,0.96,0.976,0.328,CANDIDATE
27.659607786,4.16321,318400.0,50.7,4791.0,0.1692,10.62622,499.0,89.54,0.768,0.849,0.604,FALSE POSITIVE
476.727302,9.327,1035.7,23.42,17.9,1.3199,5.39757,530.0,90.0,7.417,1.347,0.008,FALSE POSITIVE
21.7997515,4.756,109.5,1.01,8.7,0.1548,1.68888,674.0,89.95,0.964,1.041,0.1657,CANDIDATE
54.595746,2.21,135.8,2.0,8.7,0.2843,37.13565,649.0,89.95,1.699,1.027,0.332,CANDIDATE
22.0495604,3.428,134.5,1.9,15.4,0.1685,2.14186,912.0,89.02,1.548,1.321,0.651,FALSE POSITIVE
585.64118,13.97,565.2,2.2,12.5,1.368,1.21757,207.0,89.95,0.901,0.993,0.5274,CANDIDATE
574.69029,4.269,276.8,1.26,7.2,1.2394,65.14848,191.0,89.95,0.764,0.768,0.004,FALSE POSITIVE
48.8130123,1.538,702.0,2.95,8.8,0.2713,120.96581,553.0,89.95,1.11,1.113,0.0608,CANDIDATE
280.1604956,2.8637,12946.0,19.25,54.5,0.8057,26.30519,237.0,89.88,0.799,0.892,1.04,FALSE POSITIVE
370.46262,9.541,347.9,2.03,12.1,1.0335,3.46898,284.0,89.95,1.08,1.065,0.2421,FALSE POSITIVE
116.301793,2.253,649.0,2.18,6.3,0.4541,65.23452,336.0,89.95,0.842,0.92,0.4631,FALSE POSITIVE
480.19416,10.76,372.3,1.79,9.1,1.203,3.30688,235.0,89.95,0.923,1.005,0.1548,FALSE POSITIVE
368.49828,14.903,581.9,1.86,18.0,0.9155,0.95672,214.0,89.95,0.783,0.754,0.1772,FALSE POSITIVE
6.993576155,21.2695,2924.0,101.15,643.3,0.0803,0.0018,1605.0,37.93,2.467,1.414,1.317,FALSE POSITIVE
1.811461128,8.42343,921670.0,373.77,3934.3,0.0367,0.29091,3438.0,85.2,3.034,2.009,0.309,FALSE POSITIVE
2.17491508,8.4418,635410.0,193.73,1572.0,0.0364,0.27267,2009.0,79.86,1.636,1.364,0.719,FALSE POSITIVE
441.61919,5.372,820.0,1.71,7.8,0.9487,17.22133,152.0,89.95,0.592,0.582,0.5027,CANDIDATE
24.5002702,4.079,153.5,0.73,13.3,0.1419,2.42141,409.0,89.45,0.597,0.641,0.405,FALSE POSITIVE
318.49078,3.012,630.0,3.01,6.3,0.9166,78.43847,301.0,89.95,1.176,1.01,0.4328,CANDIDATE
114.734287,3.724,242.9,1.1,6.7,0.4069,15.79378,296.0,89.95,0.71,0.68,0.3694,FALSE POSITIVE
362.0619,14.02,886.2,2.12,13.5,0.9112,0.76653,203.0,89.95,0.698,0.773,0.524,CANDIDATE
1.340649911,5.0912,627630.0,127.25,791.0,0.0237,0.65561,2004.0,81.87,1.222,0.991,0.561,FALSE POSITIVE
30.69537638,5.6634,19941.0,19.39,186.8,0.2027,0.67019,662.0,88.49,1.192,1.179,0.846,FALSE POSITIVE
30.69533113,5.94855,88771.0,69.4,7846.3,0.185,1.51717,737.0,88.59,1.286,0.894,1.041,FALSE POSITIVE
11.374442708,2.30694,27905.0,22.86,643.6,0.0933,3.89588,687.0,88.12,0.808,0.838,0.978,CANDIDATE
49.873958,1.351,562.0,1.5,5.7,0.2261,139.42236,366.0,89.95,0.629,0.618,0.4119,FALSE POSITIVE
411.447056,3.481,285.2,2.86,7.3,1.1846,76.07784,342.0,89.95,1.672,1.311,0.287,CANDIDATE
29.9371143,4.435,194.3,1.19,11.6,0.1758,2.56333,501.0,89.63,0.866,0.808,0.321,CANDIDATE
651.358046,4.384,570.8,14.58,11.0,1.8916,68.57159,411.0,89.95,6.261,2.123,0.0946,CANDIDATE
407.97623,14.69,237.5,4.63,11.2,1.3498,1.12769,498.0,89.95,2.968,1.969,0.0598,FALSE POSITIVE
33.3037881,3.003,272.4,1.14,8.1,0.1866,10.75613,422.0,89.95,0.713,0.818,0.072,CANDIDATE
212.60398,5.74,188.5,1.64,7.1,0.7026,9.82534,337.0,89.95,1.207,1.022,0.0513,CANDIDATE
50.550788,2.353,154.5,5.0,7.9,0.3046,16.1563,790.0,89.95,3.859,1.47,0.632,CANDIDATE
285.374561,4.865,482.3,5.94,13.7,0.7937,22.15039,423.0,90.0,2.756,0.817,0.018,CANDIDATE
6.279888981,5.5086,1514.6,196.78,150.5,0.0831,0.01615,1931.0,67.35,6.222,1.936,1.244,FALSE POSITIVE
93.359737,5.397,38.3,1.05,8.1,0.4308,5.07358,592.0,89.95,1.673,1.224,0.0547,CANDIDATE
519.80221867,14.9678,77183.0,40.88,2502.9,1.2124,1.42609,216.0,89.81,1.03,0.879,0.894,FALSE POSITIVE
122.58481,22.37,318.9,1.19,7.6,0.4192,0.08054,279.0,89.38,0.669,0.654,0.3468,CANDIDATE
84.934357,3.169,129.7,1.6,5.9,0.3805,22.34348,531.0,89.95,1.395,1.016,0.1612,CANDIDATE
48.9200563,2.295,333.9,1.71,7.0,0.243,18.53286,456.0,89.95,0.899,0.8,0.6077,FALSE POSITIVE
421.98194,13.799,173.1,2.02,15.0,1.2041,1.35888,334.0,89.95,1.515,1.314,0.1494,CANDIDATE
469.61309,13.709,1234.7,3.24,18.2,1.117,0.20209,200.0,89.61,0.763,0.847,0.906,CONFIRMED
583.73632,15.75,338.6,2.65,11.4,1.4277,1.29434,266.0,89.97,1.442,1.139,0.126,FALSE POSITIVE
502.658,19.51,216.0,0.69,10.0,0.9719,0.51105,116.0,89.95,0.473,0.483,0.3138,FALSE POSITIVE
116.454312,15.826,2125.3,3.33,30.0,0.4142,0.27991,306.0,89.99,0.736,0.697,0.006,CANDIDATE
397.499229,8.019,2629.7,6.57,34.8,1.1541,4.30135,293.0,89.95,1.231,1.296,0.5839,CANDIDATE
243.954706,2.562,291.7,1.35,5.2,0.7299,125.39008,257.0,89.95,0.794,0.87,0.1207,FALSE POSITIVE
24.9093027,3.8,332.6,1.32,10.4,0.1507,1.66967,452.0,88.98,0.685,0.751,0.679,CANDIDATE
192.138741,3.218,151.4,1.93,8.2,0.6782,50.08287,407.0,89.95,1.569,1.126,0.0503,CANDIDATE
281.95332,2.756,1039.0,2.31,7.6,0.7622,64.0225,204.0,89.95,0.692,0.746,0.6164,CANDIDATE
12.71368909,1.875,192.2,1.09,9.8,0.1014,15.9714,700.0,89.78,0.782,0.872,0.196,FALSE POSITIVE
1.391716834,1.421,41.0,36.19,9.7,0.0234,3.87248,8346.0,88.18,59.684,0.885,0.233,FALSE POSITIVE
70.516233809,4.09296,330180.0,52.74,3168.8,0.3065,29.36026,390.0,89.83,0.789,0.773,0.587,FALSE POSITIVE
2.645596805,2.9095,1272.7,167.05,166.8,0.0437,0.04683,2452.0,61.39,5.443,1.589,1.239,FALSE POSITIVE
388.67155,11.701,371.3,1.49,10.1,0.9976,2.14404,210.0,89.95,0.788,0.884,0.0576,CANDIDATE
274.553579,5.95,218.3,1.66,6.7,0.8227,11.2395,322.0,89.95,1.118,0.981,0.1125,FALSE POSITIVE
1.80774253,2.637,592.6,5.29,15.1,0.0278,0.11454,1822.0,70.47,1.779,0.876,0.9062,FALSE POSITIVE
520.655224,12.94,314.9,7.58,14.4,1.4248,1.90902,401.0,89.95,4.313,1.419,0.2674,CANDIDATE
369.93355,7.6,995.0,3.24,15.8,1.0371,7.49308,270.0,89.95,1.024,1.08,0.149,CANDIDATE
28.7369766,1.586,525.0,1.95,5.5,0.1798,63.49709,550.0,89.95,0.854,0.937,0.1108,FALSE POSITIVE
2.45649061,2.844,287.8,14.14,21.0,0.0333,0.91609,3440.0,88.56,8.531,0.812,0.167,FALSE POSITIVE
457.513348,5.763,562.5,25.18,3.9,1.4802,1.00913,512.0,89.95,7.821,2.064,0.9613,FALSE POSITIVE
323.77153,17.57,353.7,1.44,10.6,0.8795,0.52378,216.0,89.95,0.784,0.863,0.083,FALSE POSITIVE
641.60204,16.762,237.3,1.61,10.6,1.4993,1.02266,230.0,89.95,1.031,1.085,0.3218,CANDIDATE
40.0389613,1.711,109.4,0.95,5.7,0.2139,56.44244,517.0,89.95,0.903,0.813,0.3619,FALSE POSITIVE
22.571972634,4.00349,79326.0,46.14,1040.1,0.1419,3.38469,617.0,88.66,0.871,0.746,1.056,FALSE POSITIVE
28.406342,2.598,223.6,1.41,5.4,0.1793,13.23731,613.0,89.95,0.936,0.952,0.2208,CANDIDATE
1.018861199,6.5005,291210.0,93.47,911.3,0.0201,0.14873,2505.0,79.76,1.672,1.041,0.358,FALSE POSITIVE
80.519237,4.044,92.5,1.08,7.2,0.3759,10.38477,476.0,89.95,1.119,1.089,0.102,FALSE POSITIVE
149.356804,15.415,171.6,2.92,14.0,0.5907,0.3429,560.0,89.95,2.203,1.232,0.1627,FALSE POSITIVE
264.466625,6.371,437.3,2.61,27.0,0.8599,8.91643,346.0,89.98,1.236,1.213,0.129,CANDIDATE
151.77884,2.615,189.7,4.35,8.2,0.6438,71.60982,616.0,89.95,3.134,1.542,0.159,CANDIDATE
113.993156,7.721,69.7,2.23,15.6,0.5697,0.78968,729.0,89.38,2.496,1.894,0.7026,CANDIDATE
2.79123954,2.843,154.8,2.22,25.3,0.0425,0.39932,1771.0,82.56,1.668,1.311,0.709,FALSE POSITIVE
44.637111,5.868,282.5,1.28,9.4,0.222,1.94688,432.0,89.97,0.78,0.73,0.029,FALSE POSITIVE
102.493119,2.814,636.1,2.7,8.3,0.41,2.11048,317.0,89.38,0.791,0.871,0.9591,CANDIDATE
365.620697,32.263,27188.0,12.75,671.1,0.9018,0.11372,215.0,89.95,0.768,0.73,0.4173,FALSE POSITIVE
6.13292733,1.561,58.7,1.56,10.0,0.0719,12.85271,1379.0,89.56,2.034,1.316,0.225,CANDIDATE
12.63063129,2.212,300.8,1.37,9.5,0.1019,10.31352,689.0,89.98,0.798,0.892,0.017,CANDIDATE
191.272501,3.064,286.5,1.59,5.8,0.6103,38.49302,310.0,89.95,0.918,0.827,0.504,FALSE POSITIVE
286.02266,10.43,1036.0,2.03,9.8,0.7259,1.90742,180.0,89.95,0.637,0.624,0.3591,CANDIDATE
7.95445779,4.6012,6269.4,9.5,228.4,0.0794,0.85212,1064.0,89.91,1.196,1.052,0.021,CANDIDATE
331.70918,7.44,3463.0,6815.75,9.5,0.8952,139.96762,221.0,85.37,0.805,0.868,78.4871,CANDIDATE
575.42002,17.22,401.7,1.91,11.7,1.3184,0.97015,225.0,89.95,0.949,0.922,0.1538,FALSE POSITIVE
297.78282,18.38,392.4,1.17,10.8,0.7267,0.38286,167.0,89.95,0.59,0.577,0.2697,CANDIDATE
137.396194,17.61,155.4,3.38,13.2,0.5691,0.13726,517.0,89.42,2.655,1.304,0.525,CANDIDATE
365.739893,1.218,300.7,1.73,4.7,0.9391,891.06757,241.0,89.95,0.953,0.825,0.6206,CANDIDATE
104.198102,3.2,652.2,5.13,8.9,0.412,24.00002,497.0,89.95,2.024,0.857,0.3437,CANDIDATE
368.72715,5.06,426.6,1.55,6.4,0.9183,21.26879,215.0,89.95,0.749,0.76,0.3411,FALSE POSITIVE
74.833577,3.247,86.4,1.68,6.4,0.3555,18.58076,590.0,89.95,1.807,1.07,0.1101,CANDIDATE
8.5852872,2.834,1406.0,3.02,11.0,0.0795,3.51257,777.0,89.93,0.818,0.913,0.029,CANDIDATE
100.303613,10.578,488040.0,78.77,354.7,0.4221,3.17859,421.0,89.81,1.046,0.994,0.388,FALSE POSITIVE
102.100752,2.009,194.2,2.63,5.2,0.4737,73.73154,551.0,89.95,1.83,1.358,0.492,CANDIDATE
6.263491873,0.8513,2829.0,6.46,35.1,0.0651,98.68123,1180.0,89.95,1.194,0.936,0.048,CANDIDATE
0.83620025,3.7127,331280.0,65.64,145.4,0.0174,0.58692,1932.0,78.42,1.0,1.0,0.56,FALSE POSITIVE
335.43143,10.3,228.1,7.12,6.8,1.1236,2.07231,468.0,89.95,4.721,1.679,0.4062,CANDIDATE
558.21886,13.556,1539.4,3.1,19.1,1.2704,2.0984,198.0,90.0,0.794,0.886,0.022,CANDIDATE
290.02002,23.87,172.5,1.56,7.6,0.9025,0.11387,321.0,89.38,1.148,1.164,0.5367,CANDIDATE
279.21957,10.015,333.5,4.92,10.5,0.8635,1.2964,395.0,89.95,2.604,1.101,0.6009,CANDIDATE
348.665961,3.849,391.2,9.56,10.8,1.0528,53.77898,493.0,89.95,4.89,1.276,0.0873,CANDIDATE
616.34132,12.724,1287.0,2.11,12.5,1.1794,2.47947,131.0,89.95,0.588,0.575,0.28,FALSE POSITIVE
222.28056,3.035,271.9,2.56,8.0,0.777,65.49822,405.0,89.95,1.531,1.268,0.2151,CANDIDATE
570.01886,3.52,428.5,1.62,6.8,1.282,110.20874,190.0,89.95,0.79,0.863,0.1946,CANDIDATE
390.40832,7.916,251.9,0.63,8.5,0.7839,6.91369,115.0,89.95,0.4,0.42,0.0407,FALSE POSITIVE
191.528018,2.342,171.8,1.32,6.4,0.6436,130.13246,334.0,89.95,1.009,0.969,0.0258,FALSE POSITIVE
386.59946,3.305,380.7,1.89,5.8,1.0523,88.0018,259.0,89.95,0.963,1.038,0.2307,FALSE POSITIVE
15.4032765,3.246,253.0,1.32,9.2,0.1101,1.95877,626.0,88.77,0.799,0.751,0.623,FALSE POSITIVE
7.58062893,3.484,86.1,0.97,10.9,0.0764,1.23194,937.0,88.59,1.041,1.034,0.382,CANDIDATE
61.0011095,1.049,408.0,2.55,4.6,0.3262,175.59875,536.0,89.95,1.171,1.241,0.7091,FALSE POSITIVE
198.232389,1.919,416.4,2.28,5.7,0.6849,249.97726,352.0,89.95,1.113,1.084,0.0297,FALSE POSITIVE
0.66062715,4.56,248.5,26.13,7.8,0.0154,0.08097,2327.0,11.23,1.075,1.124,1.208,FALSE POSITIVE
248.421771,4.187,704.0,18.92,8.8,0.8927,8.34243,579.0,89.95,6.428,1.533,0.7838,CANDIDATE
456.5734,5.465,397.5,7.88,7.6,1.1533,23.75693,413.0,89.95,4.042,0.979,0.1768,FALSE POSITIVE
601.13797,15.26,172.8,1.81,9.9,1.3967,1.47081,254.0,89.99,1.388,1.003,0.057,FALSE POSITIVE
344.06248,15.6,136.3,5.26,17.7,1.2186,0.04516,589.0,89.18,3.697,2.039,0.935,FALSE POSITIVE
551.22396,5.896,570.7,2.1,17.2,1.3184,22.63622,206.0,89.95,0.887,1.003,0.2134,CANDIDATE
466.90824,2.64,660.0,2.19,5.4,1.0865,226.76862,210.0,89.95,0.867,0.783,0.0868,FALSE POSITIVE
361.30991,12.968,275.6,7.07,10.6,1.1641,1.44608,422.0,89.95,4.419,1.608,0.0802,FALSE POSITIVE
199.4424134,7.2533,32172.0,56.11,486.4,0.6615,2.36651,344.0,89.38,1.17,0.971,1.1877,FALSE POSITIVE
31.59115876,2.6431,1434.4,72.91,83.5,0.1953,0.54032,783.0,87.66,2.295,0.995,1.247,FALSE POSITIVE
356.99135,17.03,747.8,2.47,13.8,0.9483,0.60134,240.0,89.95,0.913,0.892,0.2437,FALSE POSITIVE
96.120478,1.125,285.4,2.08,6.0,0.397,364.59464,460.0,89.95,1.186,0.902,0.5381,FALSE POSITIVE
9.63647672,2.999,47.6,2.02,11.1,0.0994,3.0605,1243.0,89.89,3.007,1.411,0.046,FALSE POSITIVE
45.680876,2.293,350.3,14.5,3.7,0.244,31.55337,1215.0,89.95,7.917,0.927,0.206,FALSE POSITIVE
43.169798,9.686,120.8,1.47,6.9,0.2338,0.23637,615.0,88.81,1.292,0.914,0.5639,FALSE POSITIVE
395.94327,16.09,1506.0,2.53,14.5,0.9443,0.87188,172.0,89.95,0.678,0.714,0.1116,CANDIDATE
76.37924,0.645,276.3,1.73,5.7,0.3286,838.20398,406.0,89.95,0.936,0.81,0.7333,CANDIDATE
58.669218,3.712,169.4,1.28,10.0,0.2918,8.44604,450.0,89.95,0.986,0.961,0.332,CANDIDATE
355.84731,16.68,123.9,1.68,9.8,1.08,0.6423,354.0,89.95,1.493,1.332,0.1578,CANDIDATE
61.611129,14.96,82.9,1.29,22.0,0.323,0.1292,597.0,89.29,1.386,1.184,0.364,CANDIDATE
150.728285,2.718,213.5,1.27,5.6,0.5487,58.72355,321.0,89.95,0.871,0.967,0.2751,CANDIDATE
253.790434,3.702,604.0,2.06,6.4,0.7588,43.76113,253.0,89.95,0.85,0.902,0.1412,CANDIDATE
322.544807,11.236,88.0,0.68,12.1,0.8613,1.96578,219.0,89.95,0.741,0.823,0.0183,FALSE POSITIVE
22.57494749,36.756,1344.1,49.49,302.6,0.1673,0.00027,860.0,49.01,1.468,1.23,1.271,FALSE POSITIVE
587.38162,11.973,863.6,36.77,12.8,1.8953,1.31548,527.0,89.95,11.839,2.629,0.6822,CANDIDATE
85.5692223,4.954,539.2,6.85,18.2,0.3798,0.20196,536.0,88.69,1.951,0.997,0.98,FALSE POSITIVE
7.07987663,2.589,309.8,1.36,10.0,0.0666,3.60313,738.0,89.91,0.806,0.785,0.034,CANDIDATE
91.240335,2.314,206.1,1.75,5.7,0.4058,62.63988,494.0,89.95,1.205,1.065,0.1436,CANDIDATE
357.41382,3.675,777.0,3.01,6.7,1.0151,63.58657,283.0,89.95,1.076,1.086,0.1438,CANDIDATE
359.854745,3.429,302.4,2.25,6.1,1.0501,17.9291,302.0,89.95,1.168,1.19,0.8071,CANDIDATE
89.366114,3.945,494.0,1.97,6.3,0.3819,10.29961,391.0,89.95,0.875,0.929,0.39,CANDIDATE
422.255426,4.974,1935.0,5.09,17.4,1.1357,26.43813,277.0,89.95,1.139,1.092,0.3769,FALSE POSITIVE
37.6259039,3.91,411.0,1.81,11.7,0.2172,3.78306,519.0,89.57,0.871,0.963,0.49,CANDIDATE
41.9934673,3.226,293.7,1.56,9.4,0.2335,11.01888,503.0,89.97,0.915,0.963,0.046,CANDIDATE
94.67782,2.215,287.0,1.46,5.9,0.3885,62.84396,353.0,89.95,0.866,0.869,0.3614,CANDIDATE
290.196139,13.698,281.0,2.35,15.7,0.9128,0.99648,341.0,89.99,1.403,1.204,0.017,CANDIDATE
471.39698,10.714,329.9,1.87,13.1,1.2155,2.85227,265.0,89.95,1.008,1.078,0.3379,FALSE POSITIVE
175.452812,2.734,141.8,3.96,6.1,0.7047,72.28739,591.0,89.95,3.304,1.516,0.1526,CANDIDATE
367.07446,5.887,368.3,2.15,6.6,1.0547,15.78651,287.0,89.99,1.116,1.161,0.093,CANDIDATE
366.684634,3.284,456.3,10.75,9.1,1.2691,57.83994,444.0,89.95,4.962,2.023,0.5294,CANDIDATE
291.306507,2.91,1132.0,2.49,7.1,0.7716,92.04774,219.0,89.95,0.748,0.72,0.3377,CANDIDATE
93.006,2.461,125.4,1.97,6.7,0.4073,39.44068,503.0,89.95,1.742,1.04,0.4428,CANDIDATE
436.42852,13.8,163.9,1.26,9.2,1.1288,1.15862,245.0,89.95,0.971,1.004,0.3772,FALSE POSITIVE
466.002988,10.278,2363.6,4.92,42.3,1.1654,0.76182,223.0,89.76,0.876,0.97,0.867,CANDIDATE
302.77571,3.183,1106.0,1.0,7.1,0.5874,84.63956,106.0,89.95,0.303,0.294,0.1265,CANDIDATE
355.86134,23.39,1220.7,2.79,15.2,0.9429,0.25762,233.0,90.0,0.801,0.892,0.003,CANDIDATE
236.506437,5.004,744.4,10.37,10.6,0.8455,16.57918,480.0,89.95,3.9,1.442,0.1474,CANDIDATE
19.3854894,1.031,4560.0,6.13,2.7,0.1312,178.09914,632.0,89.95,0.913,0.801,0.0074,CANDIDATE
357.588538,3.367,344.8,3.53,7.2,1.1418,80.35636,420.0,89.95,1.876,1.547,0.1542,CANDIDATE
545.205601,3.296,199.7,1.66,7.1,1.3395,110.15084,257.0,89.95,1.155,1.073,0.3515,CANDIDATE
105.053389,1.988,176.7,1.52,5.8,0.4566,108.75275,449.0,89.95,1.13,1.147,0.2199,CANDIDATE
24.7967294,4.278,970.5,3.14,13.8,0.1583,0.18544,537.0,87.0,0.776,0.869,0.952,CANDIDATE
44.7060191,0.25,292.0,60.47,6.6,0.2219,678.07544,465.0,89.95,0.811,0.727,1.6552,CANDIDATE
125.277815,4.442,432.3,15.75,11.0,0.6174,12.4315,799.0,89.95,7.738,1.997,0.131,CANDIDATE
27.2020672,1.811,180.3,1.87,8.7,0.1808,37.19627,719.0,89.89,1.396,1.065,0.223,CANDIDATE
64.713168094,5.69869,312970.0,62.03,3582.5,0.3106,9.47957,482.0,89.74,0.974,0.952,0.573,FALSE POSITIVE
40.7282314,13.677,221.8,4.58,19.4,0.2692,0.0027,829.0,80.79,2.231,1.566,0.9828,CANDIDATE
1.036592136,2.296,2118.2,293.01,150.6,0.0231,0.107,4194.0,46.75,8.747,1.522,1.25,FALSE POSITIVE
398.51312,5.41,249.2,1.23,5.9,0.9961,14.40298,222.0,89.95,0.759,0.83,0.5091,CANDIDATE
559.785594,3.496,274.8,1.88,7.3,1.3356,88.47105,249.0,89.95,1.111,1.011,0.411,CANDIDATE
109.43946,3.801,187.1,1.0,7.3,0.419,17.22367,314.0,89.95,0.741,0.823,0.0905,CANDIDATE
164.507439,11.428,433.8,2.15,11.7,0.5707,0.78466,346.0,89.95,1.02,0.916,0.3819,CANDIDATE
370.84786,13.966,1440.0,4.03,15.2,1.0076,0.19087,219.0,89.38,0.886,0.989,0.8847,CANDIDATE
73.908995,3.916,100.5,0.94,7.0,0.3464,7.06973,421.0,89.95,0.918,1.012,0.4947,CANDIDATE
212.646179,2.539,953.0,3.19,5.4,0.727,114.13155,321.0,89.95,1.03,1.132,0.1739,CANDIDATE
371.54879,9.841,125.6,1.13,10.1,0.9599,1.40423,230.0,89.95,0.954,0.853,0.6743,FALSE POSITIVE
226.499243,1.328,127.4,0.89,4.7,0.6692,755.75616,245.0,89.95,0.798,0.777,0.266,FALSE POSITIVE
251.48808,6.8,305.0,1.74,6.4,0.7757,1.66823,284.0,89.95,0.902,0.984,0.8011,CANDIDATE
32.4185265,5.154,110.7,1.62,7.9,0.1877,0.74035,687.0,88.81,1.441,0.84,0.7105,CANDIDATE
19.159760875,3.10166,32491.0,25.24,900.3,0.1126,3.02257,424.0,88.24,0.516,0.518,1.191,CANDIDATE
2.61594288,6.45,72.1,0.92,13.4,0.0386,0.03653,1370.0,72.51,1.012,1.117,0.711,FALSE POSITIVE
1.686009643,1.1818,390.4,1.81,48.5,0.0275,5.2872,1442.0,86.5,0.88,0.977,0.566,FALSE POSITIVE
32.033211,5.289,71.3,0.85,9.2,0.2044,1.86912,591.0,89.99,1.005,1.108,0.007,CANDIDATE
43.3975622,3.908,585.3,1.69,8.6,0.2224,6.47659,388.0,89.95,0.725,0.778,0.08,CANDIDATE
344.961485,3.023,427.9,1.61,6.2,0.8588,96.53039,230.0,89.95,0.775,0.709,0.3073,FALSE POSITIVE
22.2659599,4.816,61.3,1.18,8.3,0.1716,1.71653,896.0,89.95,1.492,1.363,0.03,CANDIDATE
199.064336,13.623,265.0,6.12,15.4,0.7637,0.20059,483.0,89.42,3.436,1.496,0.763,CANDIDATE
277.114286,3.926,567.1,17.56,10.4,1.0509,41.08304,605.0,89.95,7.549,2.012,0.0288,CANDIDATE
323.159363,2.427,368.6,3.41,7.4,0.8873,200.00937,331.0,89.95,1.811,0.891,0.0504,CANDIDATE
21.512259,4.337,131.3,1.13,7.1,0.1495,2.25955,639.0,89.95,0.997,0.962,0.1017,CANDIDATE
303.226376,1.802,1464.0,3.66,12.7,0.8778,476.40961,274.0,89.95,0.955,0.982,0.1097,CANDIDATE
22.8631517,1.659,103.3,4.84,8.5,0.1951,41.05253,1112.0,89.95,4.874,1.893,0.1918,CANDIDATE
97.942437,2.575,100.2,2.29,7.8,0.4443,49.72281,600.0,89.95,2.284,1.217,0.0071,CANDIDATE
163.820347,1.331,1196.0,2.59,7.0,0.5557,604.9339,251.0,89.95,0.771,0.851,0.2012,FALSE POSITIVE
151.577009,2.59,467.9,3.67,9.3,0.6083,77.57838,502.0,89.95,1.674,1.308,0.0653,FALSE POSITIVE
493.30572,5.425,404.5,1.08,7.2,0.9988,23.34337,149.0,89.95,0.548,0.544,0.327,CANDIDATE
449.87203,6.539,1130.0,2.59,10.5,1.0903,14.44296,199.0,89.95,0.786,0.853,0.1377,CANDIDATE
419.93373,10.29,285.0,1.82,12.0,1.1253,2.60918,285.0,89.95,1.053,1.074,0.4097,CANDIDATE
